,page scan,active->inactive,active->laundry,inactive->active,inactive->free,inactive->laundry,laundry->active,laundry->free
449,434119,0,48297,0,0,0,0,0
450,48364,0,48364,0,0,0,0,0
451,96659,0,48364,0,0,0,0,0
452,435122,2,48308,0,0,0,0,0
453,48316,0,48313,0,2,0,0,0
454,48387,4,48300,0,0,0,0,0
455,48329,0,48309,0,4,0,0,0
456,48309,0,48309,0,0,0,0,0
457,48308,0,48308,0,0,0,0,0
458,968651,0,3221,0,0,0,0,0
459,483548,0,48308,0,0,0,0,0
460,486415,0,48354,0,0,0,0,0
461,241835,1,48287,0,0,0,0,0
462,48314,0,48292,0,1,0,0,0
463,776272,0,48291,0,0,0,0,0
464,193482,0,48292,0,0,0,0,0
465,48291,0,48291,0,0,0,0,0
466,96600,0,48292,0,0,0,0,0
467,48292,0,48292,0,0,0,0,0
468,48292,0,48292,0,0,0,0,0
469,389952,0,48429,0,0,0,0,0
470,48429,0,48429,0,0,0,0,0
471,96601,0,48310,0,0,0,0,0
472,434935,0,48342,0,0,0,0,0
473,48342,0,48342,0,0,0,0,0
474,48340,1,48339,0,0,0,0,0
475,48507,0,48474,16,13,4,0,0
476,48475,0,48398,0,77,0,0,0
477,48399,0,48399,0,0,0,0,0
478,968700,0,46707,0,0,0,0,0
479,483680,0,48458,0,0,0,0,0
480,530331,0,48382,0,0,0,0,0
481,242071,0,48385,0,0,0,0,0
482,48405,0,48384,0,0,0,0,0
483,820616,0,48385,0,0,0,0,0
484,193710,0,48384,0,0,0,0,0
485,48385,0,48385,0,0,0,0,0
486,96844,0,48385,0,0,0,0,0
487,48449,0,48449,0,0,0,0,0
488,48449,0,48449,0,0,0,0,0
489,436644,0,48404,16,15,4,0,0
490,48404,0,48404,0,0,0,0,0
491,93938,0,48405,0,0,0,0,0
492,438882,0,48404,0,0,0,0,0
493,48405,0,48405,0,0,0,0,0
494,48406,0,48405,0,0,0,0,0
495,48320,44,48273,0,0,0,0,0
496,48445,0,48401,0,44,0,0,0
497,48401,0,48401,0,0,0,0,0
498,968656,0,2045,0,0,0,0,0
499,481260,0,48341,0,0,0,0,0
500,488912,0,48340,0,0,0,0,0
501,239318,0,48341,0,0,0,0,0
502,48362,0,48341,0,0,0,0,0
503,338834,0,48341,0,0,0,0,0
504,631160,2,48335,0,0,0,0,0
505,48340,0,48338,0,2,0,0,0
506,96742,0,48400,0,0,0,0,0
507,48354,0,48354,0,0,0,0,0
508,48430,4,48343,0,0,0,0,0
509,437388,0,48350,0,4,0,0,0
510,48351,0,48351,0,0,0,0,0
511,48351,0,48351,0,0,0,0,0
512,483832,0,48351,0,0,0,0,0
513,48351,0,48351,0,0,0,0,0
514,48351,0,48350,0,0,0,0,0
515,48397,0,48396,0,0,0,0,0
516,48332,0,48332,0,0,0,0,0
517,48335,0,48335,0,0,0,0,0
518,968650,1,47614,0,0,0,0,0
519,435270,20,48274,0,1,0,0,0
520,579602,0,48314,0,20,0,0,0
521,193182,137,47904,0,0,0,0,0
522,48313,0,48175,0,137,0,0,0
523,385758,0,48174,0,0,0,0,0
524,628065,0,48239,0,0,0,0,0
525,48239,0,48239,0,0,0,0,0
526,96468,0,48194,0,0,0,0,0
527,48194,0,48194,0,0,0,0,0
528,48193,1,48192,0,0,0,0,0
529,482405,4,48181,0,1,0,0,0
530,48194,0,48190,0,4,0,0,0
531,48189,0,48189,0,0,0,0,0
532,458379,2,48184,0,0,0,0,0
533,71708,0,48225,0,2,0,0,0
534,48225,0,48225,0,0,0,0,0
535,48162,0,48162,0,0,0,0,0
536,48166,0,48166,0,0,0,0,0
537,48165,0,48165,0,0,0,0,0
538,968486,1,5197,0,0,0,0,0
539,433677,2,48158,0,1,0,0,0
540,535244,0,48163,0,2,0,0,0
541,192807,0,48162,0,0,0,0,0
542,48163,0,48163,0,0,0,0,0
543,337442,0,48225,0,0,0,0,0
544,631636,0,48179,0,0,0,0,0
545,48180,0,48180,0,0,0,0,0
546,96337,0,48179,0,0,0,0,0
547,48180,0,48180,0,0,0,0,0
548,48180,0,48179,0,0,0,0,0
549,438892,0,48180,0,0,0,0,0
550,48180,0,48180,0,0,0,0,0
551,48180,0,48180,0,0,0,0,0
552,481920,0,48229,0,0,0,0,0
553,48432,0,48380,37,11,4,0,0
554,48384,0,48384,0,0,0,0,0
555,48384,0,48383,0,0,0,0,0
556,48384,0,48384,0,0,0,0,0
557,48383,0,48383,0,0,0,0,0
558,968700,0,46747,0,0,0,0,0
559,433758,0,48383,0,0,0,0,0
560,578354,0,48384,0,0,0,0,0
561,192973,0,48445,0,0,0,0,0
562,48445,0,48445,0,0,0,0,0
563,337681,0,48400,0,0,0,0,0
564,675408,0,48400,0,0,0,0,0
565,48400,0,48400,0,0,0,0,0
566,96814,0,48400,16,11,4,0,0
567,48401,0,48400,0,0,0,0,0
568,48402,0,48401,0,0,0,0,0
